level	id	parent_id	name
process_4	424	132	Формирование и отражение проводок по расчетам с подотчетными лицами в учетной системе
process_4	425	132	Прочие операции (указать какие в поле комментарии)
process_4	426	133	Формирование управленческих отчетов/форм по участку налоговый учет (регулярные формы/отчеты, указать перечень в комментариях)
process_4	427	133	Подготовка данных, форм, отчетов по нерегулярным запросам (в т.ч. для целей МСФО, внутреннего аудита)
process_4	428	133	Выполнение внутренних контрольных процедур
process_4	429	133	Администрирование работы отдела со стороны начальника отдела
process_4	430	133	Участие в совещаниях
process_4	431	133	Прочие операции по участку (указать какие в поле комментарии)
process_4	432	103	Участие в судебных разбирательствах
process_4	433	134	Контроль и методология законодательной отчетности
process_4	434	134	Отчетность в органы местного самоуправления (в т.ч. ТОР)
process_4	435	134	Отчетность в ПФР и ФСС (ЕФС-1, РСВ и т.д.)
process_4	436	134	Статистическая отчетность (П-4)
process_4	437	134	Статистическая отчетность (П-4 (НЗ), 1-Т (условия труда), 1-Т (проф) и т.д.)
process_4	438	135	Подготовка информации по запросу
process_4	439	135	Внесение информации в учетную систему
process_4	440	135	Учет и актуализация списков льготных категорий, получение подтверждающих документов
process_4	441	135	Учет льготный категорий (работников и бывших работников): инвалиды, многодетные семьи, вдовы, ветераны и пр. категории
process_4	442	135	Внесение данных в систему
process_4	443	135	Подготовка и подписание приказов о предоставлении материальной помощи
process_4	444	135	Подготовка документов, в тч. протоколов и проведение согласования на предприятии
process_4	445	135	Сбор заявлений от работников, формирование списков для предоставления мат помощи
process_4	446	135	Разработка и согласование положения, программы, видов помощи
process_4	447	135	Материальная помощь
process_4	448	136	Подготовка приказа о награждении
process_4	449	136	Подготовка корпоративных мероприятий
process_4	450	136	Организация поздравлений к знаменательным датам
process_4	451	136	Подготовка производственных характеристик
process_4	452	136	Подготовка документов на награждение работников (за исключением производственных характеристик)
process_4	453	136	Разработка политик и типовых ЛНА в области нематериальной мотивации
process_4	454	137	Внесение данных доплатах и надбавках в систему (разовые начисления, содержащие суммы)
process_4	455	137	Внесение данных доплатах и надбавках в систему (если необходимо внесение изменений в ТД)
process_4	456	137	Внесение данных о премировании
process_4	457	137	Подготовка распорядительных документов о доплатах/надбавках
process_4	458	137	Согласование и утверждение распорядительных документов о премировании
process_4	459	137	Подготовка распорядительных документов о премировании
process_4	460	137	Расчет размера премии работникам в соответствии с ЛНА
process_4	461	137	Сбор согласованных справок выполнения показателей для премирования
process_4	462	137	Подведение итогов для премирования (ежемесячное, квартальное, годовое)
process_4	463	137	Проведение расчета оплаты при сдельной системе
process_4	464	137	Проведение расчета оплаты при повременной системе
process_4	465	138	Ознакомление работников с ЛНА
process_4	466	138	Создание нового вида начисления
process_4	467	138	Разработка и актуализация систем окладов, тарифных ставок
process_4	468	138	Разработка и актуализация положений об оплате труда и мотивации
process_4	469	138	Анализ рынка оплаты труда, определение политик в области мотивации и стимулирования
process_4	470	139	Контроль исполнения ИПР, проведение стажировок
process_4	471	139	Составление ИПР
process_4	472	139	Согласование списка КР внутри Общества
process_4	473	139	Сбор предложений и личных заявлений о включение в список резерва
process_4	474	140	Сбор обратной связи по итогам обучения
process_4	475	140	Ввод данных в систему
process_4	476	140	Подготовка распорядительных документов о проведении обучения
process_4	477	140	Организация тренингов
process_4	478	140	Формирование групп для проведения корпоративного обучения
process_4	479	141	Ведение базы кандидатов
process_4	480	141	Сбор пакета документов для трудоустройства
process_4	481	141	Подготовка предложения (оффер)
process_4	482	141	Согласование кандидата (уровень ГД-1)
process_4	483	141	Согласование кандидата (ГД-2 и ниже)
process_4	484	141	Проведение собеседований
process_4	485	141	Поиск кандидатов
process_4	486	141	Обработка заявки
process_4	487	141	Подготовка заявки на подбор
process_4	488	142	Ввод данных в систему
process_4	489	142	Ознакомление работников с приказом
process_4	490	142	Подготовка уведомлений в центры занятости
process_4	491	142	Издание приказа об организации труда в период спада производства
process_4	492	143	Ввод данных в систему
process_4	493	143	Согласование и утверждение распорядительного документа
process_4	494	143	Подготовка распорядительного документа
process_4	495	143	Подготовка документа-основания, получение согласия от работников (формирование приложения к распорядительному документу)
process_4	496	144	Внесение данных об отсутствиях/присутствиях на основании первичных документов
process_4	497	144	Ведение фактического учета присутствия работников
process_4	498	144	Подписание табеля рабочего времени
process_4	499	144	Формирование бумажного носителя табеля
process_4	500	144	Формирование и проверка табеля в учетной системе
process_4	501	144	Проверка и корректировка (при необходимости) табелей рабочего времени
process_4	502	144	Сбор табелей рабочего времени от ответственных работников для расчета заработной платы
process_4	503	145	Ознакомление работников с графиком рабочего времени
process_4	504	145	Утверждение графика работы/сменности
process_4	505	145	Корректировка графика работы/сменности (при необходимости)
process_4	506	145	Проверка графика рабочего времени, инициация корректировки (при необходимости)
process_4	507	145	Расчет плановых графиков работы/сменности на следующий календарный год
process_4	508	146	Выгрузка и организация подписания приказа
process_4	509	146	Выполнение мероприятия в системе
process_4	510	146	Проверка наличия права на компенсацию
process_4	511	146	Получение согласованного заявления от работника
process_4	512	147	Ознакомление работника с приказом
process_4	513	147	Выгрузка и организация подписания приказа
process_4	514	147	Выполнение мероприятия в системе
process_4	515	147	Получение согласия работника на отзыв из отпуска (Заявление работника об удержании из заработной платы)
process_4	516	147	Проверка возможности отзыва работника из отпуска
process_4	517	147	Подготовка заявки на отзыв работника из отпуска
process_4	518	148	Подписание приказа, ознакомление работника
process_4	519	148	Формирование приказа (отпуск по графику, отпуск по заявлению)
process_4	520	148	Проведение мероприятия в системе
process_4	521	148	Получение согласованного заявления от работника
process_4	522	149	Обеспечение уведомлений о предстоящих отпусках
process_4	523	150	Ознакомление работников с графиком отпусков
process_4	524	150	Загрузка графика отпусков в систему
process_4	525	150	Согласование и утверждение графика отпусков
process_4	526	150	Формирование проекта графика отпусков по Обществу
process_4	527	150	Проверка и корректировка графиков отпусков от подразделений
process_4	528	150	Сбор проектов графиков отпусков от подразделений
process_4	529	151	Работа с извещениями ФСС
process_4	530	151	Отправка листов нетрудоспособности в ФСС, и формирование заявок на выплату средств за счет средств предприятия
process_4	531	151	Внесение данных о листке нетрудоспособности в систему
process_4	532	151	Прием и проверка информации об ЭЛН
process_4	533	152	Отмена командировок
process_4	534	152	Изменение сроков командировки
process_4	535	152	Подписание приказа, ознакомление работника с приказом
process_4	536	152	Подготовка приказа о командировке
process_4	537	152	Подготовка заявки на командировку
process_4	538	153	Внесение данных в систему
process_4	539	153	Взаимодействие с профсоюзом по согласованию решений (при наличии)
process_4	540	153	Участие в работе комиссии
process_4	541	153	Ознакомление работников с результатами спецоценки
process_4	542	153	Подготовка перечня должностей/профессий для проведения специальной оценки условий труда
process_4	543	154	Подготовка пояснений по результатам проверки в надзорные органы
process_4	544	154	Подготовка документов по внутренним проверкам (аудит и пр.)
process_4	545	154	Подготовка документов по запросу трудовой инспекции, прокуратуры и т.д.
process_4	546	155	Внесение данных в систему
process_4	547	155	Контроль предоставления актов выполненных работ руководителями работ
process_4	548	155	Подготовка договоров
process_4	549	155	Бюджетирование договоров ГПХ
process_4	550	156	Внесение реквизитов карт в систему
process_4	551	156	Передача реестров в Казначейство для отправки через банк-клиент в банк
process_4	552	156	Формирование реестра на выпуск карт
process_4	553	156	Выдача бланков заявлений работникам
process_4	554	157	Подписание дополнительных соглашений со стороны работодателя, обеспечение подписания со стороны работника
process_4	555	157	Формирование дополнительных соглашений
process_4	556	157	Проверка данных
process_4	557	157	Загрузка данных в систему
process_4	558	157	Издание приказа о проведении индексации
process_4	559	157	Принятие решения о размерах и сроках индексации
process_4	560	158	Внесение информации об отстранении в систему
process_4	561	158	Оформление приказа об отстранении
process_4	562	158	Организация служебного расследования (при необходимости)
process_4	563	158	Получение объяснительных от работника (при необходимости)
process_4	564	158	Анализ правомерности отстранения от работы
process_4	565	158	Подготовка предложений по отстранению от работы
process_4	566	159	Внесение информации о наградах в документы (трудовая книжка, личное дело)
process_4	567	159	Внесение информации о наградах в систему
process_4	568	160	Сбор и передача в бухгалтерию заявления о возмещении средств работнику
process_4	569	160	Внесение данных о результатах медицинского осмотра
process_4	570	160	Контроль своевременного прохождения медосмотра
process_4	571	160	Выдача уведомлений работникам
process_4	572	160	Формирование уведомлений о необходимости прохождения медицинского осмотра
process_4	573	160	Формирование списка работников, для которых медосмотр обязателен
process_4	574	161	Ежемесячная проверка списков вредников для перечисления страховых взносов и подтверждения льготного стажа
process_4	575	161	Подготовка поименных списков работников, занятых на работах во вредных условиях за год
process_4	576	161	Формирование перечня рабочих мест, наименований профессий и должностей, занятость на которых дает право на досрочное назначение пенсии
process_4	577	161	Предоставление в ПФР сведений персонифицированного учета и соответствующих документов
process_4	578	161	Оформление пакета документов, уточняющих особые условия труда
process_4	579	161	Подготовка работникам справок и копий трудовой книжки, для перерасчета, сверок, в т.ч. по запросам ПФР
process_4	580	162	Администрирование, бронирование ГПЗ
process_4	581	162	Уведомление работника о вызовах (повестках) соответствующего военного комиссариата
process_4	582	162	Сверка формы 10 с учетными данными военного комиссариата
process_4	583	162	Подготовка сведений о принятых и уволенных работниках, изменении их персональных данных
process_4	584	162	Подготовка отчета о численности работающих и забронированных граждан (форма 6) в конце года
process_4	585	162	Издание приказа об организации воинского учета на текущий год
process_4	586	162	Разработка плана работы на год по осуществлению воинского учета
process_4	587	162	Взаимодействие с соответствующим военным комиссариатом (выезд)
process_4	588	162	Уведомление об увольнении работника
process_4	589	162	Уведомление о приеме работника
process_4	590	163	Занесение сведений о взыскании в систему
process_4	591	163	Ознакомление работника с приказом
process_4	592	163	Подготовка и утверждение приказа на дисциплинарное взыскание
process_4	593	163	Участие в служебном расследовании проступка
process_4	594	163	Наложение дисциплинарного взыскания
process_4	595	164	Подготовка приказов о выплатах за 2 и 3 месяц трудоустройства сокращенного работника
process_4	596	164	Проверка предоставленных документов на выплаты за 2 и 3 месяц трудоустройства сокращенного работника
process_4	597	164	Уведомление службы занятости
process_4	598	164	Запрос мотивированного мнения профсоюзного комитета (при наличии)
process_4	599	164	Анализ имеющихся вакансий, предложение вакансий работнику
process_4	600	164	Уведомление работников о предстоящем сокращении
process_4	601	164	Подготовка уведомлений о предстоящем сокращении
process_4	602	164	Определение лиц с приоритетным правом на оставление
process_4	603	164	Создание приказа о сокращении численности/штата
process_4	604	165	Получение обходного листа при увольнении (заявлений на удержаний из заработной платы)
process_4	605	165	Выдача трудовой книжки и справок (при необходимости отправка почтой)
process_4	606	165	Внесение информации в трудовую книжку
process_4	607	165	Подписание документов у работодателя и с работником, выдача копий документов
process_4	608	165	Подготовка и предоставление табеля учета рабочего времени и иных документов требующихся при окончательном расчёте (в т.ч. по доходам в натуральной форме)
process_4	609	165	Регистрация приказа об увольнении
process_4	610	165	Подписание приказа об увольнении
process_4	611	165	Подготовка приказа об увольнении
process_4	612	165	Внесение данных в систему
process_4	613	165	Проведение выходного собеседования с работником
process_4	614	165	Уведомление причастных руководителей о предстоящем увольнении
process_4	615	165	Получение документа-основания для увольнения
process_4	616	166	Ознакомление и передача экземпляра дополнительного соглашения работнику
process_4	617	166	Внесение записи в трудовую книжку
process_4	618	166	Подписание документов
process_4	619	166	Подготовка дополнительного соглашения и приказа о переводе
process_4	620	166	Внесение данных в систему
process_4	621	166	Подготовка заявки о необходимости оформления перевода на другую работу
process_4	622	167	Заключение договоров о материальной ответственности
process_4	623	167	Получение заявлений на налоговые вычеты по НДФЛ
process_4	624	167	Получение справок 182-Н (2-НДФЛ) с предыдущих мест работы
process_4	625	167	Получение заявлений о перечислении заработной платы на счет в банке
process_4	626	167	Передача экземпляра трудового договора работнику
process_4	627	167	Уведомление бывшего работодателя о приеме работников, состоящих ранее на государственной муниципальной службе
process_4	628	167	Внесение сведений в журнал учета принятых работников, в книгу учета движения трудовых книжек
process_4	629	167	Подписание пакета документов
process_4	630	167	Ознакомление с ЛНА
process_4	631	167	Оформление пакета документов при приеме на работу (согласие на обработку ПД, ТД, приказ и т.д.)
process_4	632	167	Внесение персональных данных работника в систему
process_4	633	167	Проверка условий заключения трудового договора (срок, наличие вакансии, достаточность документов для приема и т.д.)
process_4	634	167	Направление уведомления в IT, АХО и СБ
process_4	635	167	Направление на медосмотр и вводный инструктаж (при необходимости)
process_4	636	167	Получение необходимых документов
process_4	637	168	Организация хранения должностных инструкций
process_4	638	168	Ознакомление работников с должностной инструкцией
process_4	639	168	Организация согласования и утверждения проекта должностной инструкции
process_4	640	168	Разработка проекта должностной инструкции
process_4	641	168	Подготовка предложений по разработке/актуализации должностной инструкции
process_4	642	169	Организация хранения документов
process_4	643	169	Организация утверждения выходных форм
process_4	644	169	Формирование выходных форм по изменениям (приказ об утверждении штатного расписания, штатное расписание)
process_4	645	169	Вывод/ввод/изменение атрибутов штатной должности
process_4	646	169	Анализ необходимых изменений, согласование, принятие решения о целесообразности изменении
process_4	647	169	Прием документов на изменение штатного расписания
process_4	648	169	Подготовка предложений по внесению изменений в штатное расписание
process_4	649	170	Организация хранения документов
process_4	650	170	Ознакомление работников с изменениями в положение о подразделении
process_4	651	170	Организация согласования и утверждения проекта положения о подразделении
process_4	652	170	Разработка проекта положения о подразделении
process_4	653	170	Подготовка документов-инициатив о разработке/актуализации положения о подразделении
process_4	654	171	Организация хранения документов
process_4	655	171	Введение атрибутов (признаков) организационной единицы в учетной системе
process_4	656	171	Вывод/ввод организационной единицы в учетной системе
process_4	657	171	Организация согласования и утверждения проекта организационной структуры
process_4	658	171	Разработка проекта организационной структуры
process_4	659	171	Подготовка документов-инициатив на внесение изменений в организационную структуру
